,pH,sulphates,alcohol,quality,pH_cat,alcohol_cat,alcohol_kmeans,sulphates_cat
773,3.3,0.92,9.5,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.842, 0.945]"
774,3.31,0.91,9.5,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.842, 0.945]"
775,3.43,0.46,10.0,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
776,3.4,0.6,10.3,6,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
777,3.4,0.59,10.3,6,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
778,3.36,0.61,10.5,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
779,3.5,0.6,9.8,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
780,3.31,0.6,9.4,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
781,3.66,0.65,9.8,5,"(3.572, 3.75]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
782,3.36,0.53,10.0,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
783,3.66,0.65,9.8,5,"(3.572, 3.75]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
784,3.55,0.59,9.8,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
785,3.21,0.5,9.5,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
786,3.21,0.5,9.5,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
787,3.18,0.56,10.1,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
788,3.18,0.56,10.1,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
789,3.09,0.52,9.3,5,"(3.038, 3.216]","(9.143, 9.886]",0.0,"(0.432, 0.535]"
790,3.33,0.68,9.7,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
791,3.23,0.54,9.6,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
792,3.48,0.6,9.7,6,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
793,3.38,0.56,10.8,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
794,3.17,0.53,12.5,6,"(3.038, 3.216]","(12.114, 12.857]",5.0,"(0.432, 0.535]"
796,3.1,0.74,9.6,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
797,3.24,0.81,10.8,7,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
798,3.29,0.52,10.7,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
799,3.29,0.52,10.7,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
800,3.25,0.51,9.4,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
801,3.23,0.44,10.0,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
802,3.56,0.94,12.9,7,"(3.394, 3.572]","(12.857, 13.6]",6.0,"(0.842, 0.945]"
803,3.24,0.66,9.6,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
804,3.26,0.57,9.9,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
805,3.33,0.7,12.8,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
806,3.27,0.71,12.5,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
807,3.33,0.7,12.8,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
808,3.26,0.86,9.2,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.842, 0.945]"
809,3.22,0.55,10.3,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
810,3.3,0.47,10.5,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
811,3.09,0.68,10.9,6,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
812,3.24,0.71,10.8,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
813,3.44,0.58,11.4,4,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
814,3.21,0.76,11.3,6,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
815,3.24,0.71,10.8,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
816,3.23,0.58,10.5,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
817,3.28,0.73,11.9,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
818,3.29,0.45,9.4,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
819,3.28,0.54,9.6,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
820,3.34,0.6,9.7,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
822,3.61,0.64,9.8,5,"(3.572, 3.75]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
823,3.61,0.64,9.8,5,"(3.572, 3.75]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
824,3.24,0.53,10.3,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
825,3.36,0.49,10.7,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
826,3.4,0.64,11.0,7,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
827,3.36,0.49,10.7,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
828,3.46,0.74,12.7,8,"(3.394, 3.572]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
829,3.56,0.77,11.1,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
830,3.38,0.55,10.9,4,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
831,3.56,0.77,11.1,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
832,3.38,0.86,9.9,3,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.842, 0.945]"
833,3.38,0.86,9.9,4,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.842, 0.945]"
834,3.32,0.47,9.4,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
835,3.39,0.51,9.3,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.432, 0.535]"
836,3.26,0.39,11.7,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.33, 0.432]"
837,3.26,0.39,11.7,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.33, 0.432]"
838,3.24,0.83,11.2,7,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
839,3.46,0.47,10.0,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
840,3.24,0.77,12.1,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
841,3.45,0.63,10.3,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
842,3.23,0.72,10.9,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
843,3.28,0.62,9.4,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
844,3.18,0.83,10.6,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
845,3.59,0.66,9.8,5,"(3.572, 3.75]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
846,3.59,0.66,9.8,5,"(3.572, 3.75]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
847,3.5,0.7,9.9,6,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
848,3.59,0.66,9.8,5,"(3.572, 3.75]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
849,3.58,0.66,9.8,5,"(3.572, 3.75]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
850,3.28,0.55,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
851,3.28,0.55,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
852,3.22,1.07,9.7,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(1.047, 1.15]"
853,3.47,0.73,10.9,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
854,3.47,0.73,10.9,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
855,3.51,0.71,11.7,7,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
856,3.47,0.73,10.9,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
857,3.4,0.78,11.3,7,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
858,3.15,0.67,10.6,7,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
859,3.4,0.82,11.2,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
860,3.51,0.54,9.5,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
861,3.66,0.6,11.5,6,"(3.572, 3.75]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
862,3.24,0.44,10.4,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
863,3.51,0.53,9.7,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
864,3.51,0.54,9.5,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
865,3.51,0.54,9.7,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
866,3.41,0.83,11.3,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
867,3.4,0.84,11.2,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
868,3.4,0.82,11.2,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
869,3.44,0.64,10.9,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
870,3.41,0.57,11.8,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
871,3.53,0.57,10.6,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
872,3.43,0.54,10.0,4,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
873,3.23,0.58,11.1,7,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
874,3.12,0.65,11.8,7,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
875,3.31,0.79,11.8,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
876,3.4,0.58,10.9,4,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
877,3.41,0.57,11.8,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
878,3.22,0.5,10.0,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
879,3.53,0.55,9.5,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
880,3.15,0.49,9.9,5,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
881,3.48,0.65,11.4,6,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
882,3.22,0.78,12.0,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
883,3.53,0.55,9.5,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
884,3.22,0.5,10.0,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
885,3.34,0.64,10.5,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
886,3.33,0.65,10.4,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
887,3.15,0.79,12.1,7,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
888,3.43,0.56,11.2,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
889,3.22,0.68,9.3,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.638, 0.74]"
890,3.44,0.58,10.1,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
891,3.53,0.57,9.7,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
892,3.22,0.65,9.3,6,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.638, 0.74]"
893,3.53,0.57,9.7,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
894,3.53,0.58,9.8,6,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
895,3.42,0.58,10.7,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
896,3.31,0.77,12.5,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.74, 0.842]"
897,3.42,0.58,10.7,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
898,3.31,0.77,12.5,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.74, 0.842]"
899,3.48,0.49,11.0,3,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
900,3.4,0.69,11.8,5,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
901,3.58,0.69,10.8,7,"(3.572, 3.75]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
902,3.58,0.69,10.8,7,"(3.572, 3.75]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
903,3.41,0.59,10.8,7,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
904,3.41,0.59,10.8,7,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
905,3.23,0.59,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
906,3.39,0.71,11.0,5,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
907,3.59,0.54,11.5,6,"(3.572, 3.75]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
908,3.43,0.59,10.8,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
909,3.29,0.52,11.5,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
910,3.23,0.57,13.2,6,"(3.216, 3.394]","(12.857, 13.6]",6.0,"(0.535, 0.638]"
911,3.18,0.6,10.9,6,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
912,3.33,0.62,12.2,6,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
913,3.27,0.64,12.2,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.638, 0.74]"
914,3.29,0.52,11.5,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
915,3.27,0.67,11.9,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
916,3.62,0.61,11.0,5,"(3.572, 3.75]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
917,3.38,0.64,10.1,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
918,3.3,0.72,11.0,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
919,3.38,0.89,11.8,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.842, 0.945]"
920,3.24,0.56,10.5,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
921,3.3,0.72,11.0,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
922,3.38,0.89,11.8,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.842, 0.945]"
923,3.38,0.64,10.1,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
924,3.18,0.8,11.2,5,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
925,3.47,0.87,11.0,7,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
926,3.47,0.9,10.2,6,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.842, 0.945]"
927,3.2,0.59,9.2,4,"(3.038, 3.216]","(9.143, 9.886]",0.0,"(0.535, 0.638]"
928,3.18,0.8,11.2,5,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
929,3.3,0.73,12.0,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
930,3.69,0.73,10.5,5,"(3.572, 3.75]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
931,3.48,0.65,9.8,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
932,3.45,0.59,9.5,6,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
933,3.48,0.65,9.8,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
934,3.69,0.73,10.5,5,"(3.572, 3.75]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
935,3.39,0.72,11.8,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
936,3.39,0.72,11.8,6,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
937,3.07,0.6,10.4,4,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
938,3.34,0.72,12.9,7,"(3.216, 3.394]","(12.857, 13.6]",6.0,"(0.638, 0.74]"
939,3.61,0.54,11.4,5,"(3.572, 3.75]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
940,3.36,0.76,12.4,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.74, 0.842]"
941,3.19,0.52,12.5,7,"(3.038, 3.216]","(12.114, 12.857]",5.0,"(0.432, 0.535]"
942,3.22,0.64,10.0,7,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
943,3.24,0.6,9.7,7,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.535, 0.638]"
944,3.27,0.64,12.1,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
945,3.14,0.79,11.1,7,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.74, 0.842]"
946,3.29,0.99,12.0,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.945, 1.047]"
947,3.26,0.62,12.4,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
948,3.41,0.76,11.9,7,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
949,3.41,0.76,11.9,7,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
950,3.41,0.76,11.9,7,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
951,3.26,0.62,12.4,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
952,3.31,0.68,11.2,7,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
953,3.2,0.69,12.1,7,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
954,3.44,0.54,12.2,6,"(3.394, 3.572]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
955,3.36,0.67,10.4,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
956,3.31,0.62,11.3,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
957,3.29,0.58,11.1,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
958,3.47,0.71,11.3,7,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
959,3.36,0.61,10.0,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
960,3.16,0.85,11.1,6,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
961,3.27,0.62,9.3,5,"(3.216, 3.394]","(9.143, 9.886]",0.0,"(0.535, 0.638]"
962,3.38,0.69,9.5,5,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.638, 0.74]"
963,3.15,0.69,11.2,6,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
964,3.16,0.85,11.1,6,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
965,3.34,0.86,11.0,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
966,3.13,0.58,11.9,7,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
967,3.13,0.48,9.2,5,"(3.038, 3.216]","(9.143, 9.886]",0.0,"(0.432, 0.535]"
968,3.2,0.6,12.2,6,"(3.038, 3.216]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
969,3.46,0.61,10.2,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
970,3.33,0.87,10.9,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
971,3.33,0.87,10.9,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.842, 0.945]"
972,3.22,0.65,11.6,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
973,3.52,0.63,10.7,5,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
974,3.3,0.62,12.1,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
975,3.44,0.52,9.4,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
976,3.44,0.52,9.4,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
977,3.15,0.5,9.1,5,"(3.038, 3.216]","(8.4, 9.143]",0.0,"(0.432, 0.535]"
978,3.28,0.49,11.3,7,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
979,3.13,0.63,10.4,5,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
980,3.32,0.71,10.5,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
981,3.25,0.62,10.0,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
982,3.34,0.82,12.9,6,"(3.216, 3.394]","(12.857, 13.6]",6.0,"(0.74, 0.842]"
983,3.32,0.71,10.5,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.638, 0.74]"
984,3.13,0.63,10.4,5,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
985,3.45,0.58,11.3,6,"(3.394, 3.572]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
986,3.19,0.55,11.4,7,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.535, 0.638]"
987,3.44,0.5,9.4,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
988,3.16,0.49,9.4,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
989,3.14,0.51,10.9,6,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.432, 0.535]"
990,3.16,0.49,9.4,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
991,3.45,0.48,9.4,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
992,3.36,0.48,9.4,6,"(3.216, 3.394]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
993,3.45,0.48,9.4,5,"(3.394, 3.572]","(9.143, 9.886]",1.0,"(0.432, 0.535]"
994,3.15,0.43,9.4,5,"(3.038, 3.216]","(9.143, 9.886]",1.0,"(0.33, 0.432]"
995,3.39,0.62,10.1,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
996,3.71,0.63,12.8,7,"(3.572, 3.75]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
997,3.71,0.63,12.8,7,"(3.572, 3.75]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
998,3.12,0.48,9.1,6,"(3.038, 3.216]","(8.4, 9.143]",0.0,"(0.432, 0.535]"
999,3.47,0.53,12.9,6,"(3.394, 3.572]","(12.857, 13.6]",6.0,"(0.432, 0.535]"
1000,3.44,0.72,11.5,7,"(3.394, 3.572]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1001,3.26,0.82,10.6,7,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.74, 0.842]"
1002,3.26,0.84,11.7,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1003,3.36,0.55,12.8,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1004,3.25,0.54,10.3,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1005,3.36,0.55,12.8,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1006,3.26,0.84,11.7,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1007,3.26,0.84,11.7,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1008,3.23,0.7,12.0,7,"(3.216, 3.394]","(11.371, 12.114]",4.0,"(0.638, 0.74]"
1009,3.18,0.68,10.9,5,"(3.038, 3.216]","(10.629, 11.371]",3.0,"(0.638, 0.74]"
1010,3.25,0.55,12.3,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.535, 0.638]"
1011,3.17,0.55,10.4,6,"(3.038, 3.216]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1012,3.23,0.48,10.0,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.432, 0.535]"
1013,3.38,0.58,10.0,6,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1014,3.22,0.58,11.2,6,"(3.216, 3.394]","(10.629, 11.371]",3.0,"(0.535, 0.638]"
1015,3.06,0.84,11.4,6,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.74, 0.842]"
1016,3.27,0.75,12.6,7,"(3.216, 3.394]","(12.114, 12.857]",5.0,"(0.74, 0.842]"
1017,2.89,0.44,12.7,6,"(2.86, 3.038]","(12.114, 12.857]",5.0,"(0.432, 0.535]"
1018,2.89,0.44,12.7,6,"(2.86, 3.038]","(12.114, 12.857]",5.0,"(0.432, 0.535]"
1019,3.53,0.61,10.4,5,"(3.394, 3.572]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
1020,3.2,0.53,11.9,6,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1021,3.2,0.53,11.9,6,"(3.038, 3.216]","(11.371, 12.114]",4.0,"(0.432, 0.535]"
1022,3.35,0.54,10.5,5,"(3.216, 3.394]","(9.886, 10.629]",2.0,"(0.535, 0.638]"
